CAS          NAME   CLASS  LOGP  LOGMOLAR  ESTIMATE   ERROR    WSOL       MP    MOLWT
119018-06-3  2-Thiophenesulfonamide,4(4-Me-benzoyl)-     35   2.16    -4.449    -4.518   0.069   1.00E+01   176.0  281.35
119731-18-9  2-Thiophenesulfonamide,4[(4-MeOPh)SO2]-     35   1.36    -4.222    -3.858  -0.364   2.00E+01   170.0  333.39
128348-32-3  2-Thiophenesulfonamide,4[(4MePh)SO2]-       35   1.63    -4.024    -4.205   0.181   3.00E+01   185.0  317.39
128348-34-5  2-Furansulfonamide,4-[(4-MePh)SO2]-         35   1.49    -3.78     -4.02    0.24    5.00E+01   185.0  301.33
128348-35-6  2-Furansulfonamide,4[(4-MeOPh)SO2]-         35   1.17    -3.024    -3.138   0.113   3.00E+02   117.0  317.33
128348-42-5  2-Thiophenesulfonamide,4[(4-HOPh)SO2]-      35   1.11    -2.805    -2.825   0.019   5.00E+02   193.0  319.37
128348-43-6  2-Thiophenesulfonamide,4[(3-HOPh)SO2]-      35   1.40    -2.719    -2.662  -0.057   6.10E+02   145.0  319.37
000062-56-6  THIOUREA                                    37  -1.08     0.271     0.093   0.178   1.42E+05   177.0  76.12
000086-88-4  1-NAPTHYLTHIOUREA                           37   1.65    -2.528    -3.118   0.59    6.00E+02   198.0  202.28
000096-45-7  ETHYLENETHIOUREA                            37   -.66    -0.708    -0.636  -0.072   2.00E+04   203.5  102.16
000103-85-5  N-PHENYLTHIOUREA                            37    .71    -1.79     -1.653  -0.137   2.47E+03   154.0  152.22
000056-81-5  GLYCEROL                                    38  -1.76     1.036     1.036   0       1.00E+06    Liq   92.10
000057-50-1  SUCROSE                                     38  -3.70     0.788     0.466   0.322   2.10E+06   186.0  342.30
000057-55-6  1,2-PROPANEDIOL                             38   -.92     1.119     1.119   0       1.00E+06    Liq   76.10
000059-47-2  1,2-PROPANEDIOL-3-(2-TOLYLOXY)              38   1.41    -1.189    -1.656   0.467   1.18E+04    71.0  182.22
000077-99-6  1,1,1-TRIS(HYDROXYMETHYL)PROPANE            38  -1.48     0.872     0.872   0       1.00E+06    58.0  134.18
000106-62-7  DIPROPYLENE GLYCOL                          38   -.67     0.872     0.872   0       1.00E+06    Liq   134.17
000107-21-1  ETHYLENE GLYCOL                             38  -1.36     1.207     1.207   0       1.00E+06    Liq   62.07
000110-97-4  DIISOPROPANOLAMINE                          38   -.82     0.815     0.876  -0.06    8.70E+05    42.0  133.19
000111-42-2  DIETHANOLAMINE                              38  -1.43     0.978     0.978   0       1.00E+06    28.0  105.14
000115-77-5  PENTAERYTHRITOL                             38  -1.69    -0.275    -0.288   0.013   7.23E+04   261.5  136.15
000147-81-9  ARABINOSE                                   38  -3.02     0.564     0.824  -0.26    5.50E+05   158.0  150.13
000513-85-9  2,3-BUTANEDIOL                              38   -.92     1.045     1.045   0       1.00E+06    Liq   90.12
003296-90-0  1,3-PROPANEDIOL, 2,2-BIS(BRME)-             38   1.06    -0.838    -1.947   1.109   3.80E+04   112.0  261.95
000062-55-5  THIOACETAMIDE                               40   -.26     0.336    -0.107   0.444   1.63E+05   113.5  75.13
000064-67-5  DIETHYL SULFATE                             40   1.14    -1.343    -0.885  -0.458   7.00E+03    Liq   154.19
000067-68-5  DIMETHYL SULFOXIDE                          40  -1.35     1.107     1.107   0       1.00E+06    Liq   78.13
000068-11-1  MERCAPTOACETIC ACID                         40    .09     1.036     0.318   0.718   1.00E+06    Liq   92.12
000075-15-0  CARBON DISULFIDE                            40   2.14    -1.81     -1.795  -0.014   1.18E+03    46.2  76.14
000077-78-1  DIMETHYLSULFATE                             40   1.16    -0.654    -0.816   0.163   2.80E+04    Liq   126.13
000080-08-0  DI(P-AMINOPHENYL)SULFONE                    40    .97    -2.815    -2.398  -0.418   3.80E+02   175.0  248.31
000108-98-5  THIOPHENOL                                  40   2.52    -2.12     -2.072  -0.048   8.35E+02    Liq   110.18
000109-79-5  BUTANETHIOL                                 40   2.28    -2.179    -1.779  -0.4     5.97E+02    Liq   90.19
000352-93-2  DIETHYLSULFIDE                              40   1.95    -1.46     -1.462   0.002   3.13E+03    Liq   90.19
000558-25-8  FLUOROMETHYL SULFONE                        40    .55    -0.515    -0.143  -0.372   3.00E+04    Liq   98.10
000078-40-0  TRIETHYL PHOSPHATE                          41    .80     0.439    -0.647   1.085   5.0E+05     Liq   182.16
000115-86-6  TRIPHENYLPHOSPHATE                          41   4.59    -5.235    -4.963  -0.272   1.90E+00    49.5  326.29
000126-73-8  TRIBUTYLPHOSPHATE                           41   4.00    -2.978    -3.983   1.005   2.80E+02    Liq   266.32
000512-56-1  TRIMETHYL PHOSPHATE                         41   -.65     0.553     0.854  -0.301   5.00E+05    Liq   140.08
000680-31-9  HEXAMETHYLPHOSPHORAMIDE                     41    .28     0.747    -0.138   0.885   1.00E+06    Liq   179.20
000756-79-6  DIMETHYL METHYLPHOSPHONATE                  41   -.61     0.906     0.889   0.017   1.00E+06    Liq   124.08
001445-75-6  DIISOPROPYL METHYLPHOSPHONATE               41   1.03    -0.052    -0.861   0.81    1.60E+05    Liq   180.19
000083-56-7  1,5-DIHYDROXYNAPHTHALENE                    42   1.94    -2.987    -2.919  -0.068   1.65E+02   265.0  160.17
000086-57-7  1-NITRONAPHTHALENE                          42   3.19    -4.276    -3.735  -0.54    9.18E+00    59.5  173.17
000090-12-0  1-METHYLNAPHTHALENE                         42   3.87    -3.741    -3.469  -0.273   2.58E+01    Liq   142.20
000090-13-1  1-CHLORONAPHTHALENE                         42   3.90    -3.971    -3.561  -0.409   1.74E+01    Liq   162.62
000090-15-3  1-NAPHTHOL                                  42   2.85    -2.221    -2.188  -0.034   8.66E+02    96.0  144.17
000090-30-2  1-NAPHTHALENAMINE, N-PHENYL-                42   4.20    -3.563    -4.368   0.805   6.00E+01    62.0  219.29
000091-20-3  NAPHTHALENE                                 42   3.30    -3.616    -3.386  -0.23    3.10E+01    80.3  128.18
000091-57-6  2-METHYLNAPHTHALENE                         42   3.86    -3.762    -3.547  -0.215   2.46E+01    34.6  142.20
000091-58-7  2-CHLORONAPHTHALENE                         42   3.98    -4.143    -3.956  -0.187   1.17E+01    59.5  162.62
000092-44-4  2,3-DIHYDROXYNAPHTHALENE                    42   2.24    -2.738    -2.26   -0.478   2.93E+02   162.0  160.17
000132-86-5  NAPHTHALENE-1,3-DIOL                        42   1.97    -1.949    -1.655  -0.294   1.80E+03   124.5  160.17
000134-32-7  1-NAPHTHYLAMINE                             42   2.25    -1.925    -2.146   0.221   1.70E+03    50.0  143.19
000135-19-3  2-NAPHTHOL                                  42   2.70    -2.281    -2.274  -0.007   7.55E+02   121.0  144.17
000479-27-6  1,8-DIAMINONAPHTHALENE                      42   1.78    -2.27     -1.848  -0.422   8.50E+02    61.5  158.20
000551-06-4  1-ISOTHIOCYANONAPHTHALENE                   42   4.34    -4.602    -4.358  -0.244   4.63E+00    58.0  185.25
000571-58-4  1,4-DIMETHYLNAPHTHALENE                     42   4.37    -4.137    -3.993  -0.144   1.14E+01    Liq   156.23
000571-61-9  1,5-DIMETHYLNAPHTHALENE                     42   4.38    -4.756    -4.517  -0.239   2.74E+00    81.0  156.23
000575-41-7  1,3-DIMETHYLNAPTHALENE                      42   4.42    -4.291    -4.813   0.523   8.00E+00   109.0  156.23
000581-40-8  2,3-DIMETHYLNAPHTHALENE                     42   4.40    -4.895    -4.739  -0.156   1.99E+00   103.0  156.23
000581-42-0  2,6-DIMETHYLNAPHTHALENE                     42   4.31    -4.893    -4.719  -0.174   2.00E+00   110.2  156.23
000581-43-1  2,6-DIHYDROXYNAPHTHALENE                    42   1.90    -2.205    -2.485   0.281   1.00E+03   222.0  160.17
000581-89-5  2-NITRONAPHTHALENE                          42   3.24    -4.273    -3.963  -0.31    9.24E+00    79.0  173.17
000829-26-5  2,3,6-TRIMETHYLNAPHTHALENE                  42   4.73    -5.001    -5.081   0.081   1.70E+00   101.0  170.26
000939-27-5  2-ETHYLNAPHTHALENE                          42   4.38    -4.29     -4.002  -0.288   8.01E+00    Liq   156.23
001127-76-0  1-ETHYLNAPHTHALENE                          42   4.40    -4.164    -4.021  -0.143   1.07E+01    Liq   156.23
001825-30-5  1,5-DICHLORONAPHTHALENE                     42   4.67    -5.716    -5.154  -0.562   3.79E-01   106.0  197.07
001825-31-6  1,4-DICHLORONAPHTHALENE                     42   4.66    -5.803    -4.795  -1.008   3.10E-01    68.0  197.07
002050-74-0  1,8-DICHLORONAPHTHALENE                     42   4.42    -5.796    -4.758  -1.039   3.15E-01    89.0  197.07
002050-75-1  2,3-DICHLORONAPHTHALENE                     42   4.42    -6.357    -5.043  -1.314   8.67E-02   120.0  197.07
002131-41-1  1,4,5-TRIMETHYLNAPHTHALENE                  42   4.90    -4.909    -4.849  -0.06    2.10E+00    58.0  170.26
002198-77-8  2,7-DICHLORONAPHTHALENE                     42   4.81    -5.922    -5.362  -0.56    2.36E-01   114.0  197.07
002234-13-1  OCTACHLORONAPHTHALENE                       42   8.24    -9.703   -10.072   0.369   8.00E-05   197.5  403.74
002243-62-1  1,5-NAPHTHALENEDIAMINE                      42    .89    -2.619    -2.139  -0.48    3.80E+02   186.0  158.20
004780-79-4  1-NAPHTHALENEMETHANOL                       42   2.37    -1.744    -1.995   0.251   2.85E+03    62.0  158.20
020020-02-4  1,2,3,4-TETRACHLORONAPHTHALENE              42   5.75    -7.795    -7.254  -0.542   4.26E-03   198.0  265.96
053555-63-8  1,2,3,5-TETRACHLORONAPHTHALENE              42   5.77    -7.857    -6.62   -1.237   3.70E-03   127.0  265.96
053555-64-9  1,3,5,7-TETRACHLORONAPHTHALENE              42   6.19    -7.823    -7.51   -0.312   4.00E-03   180.0  265.96
055720-37-1  1,3,7-TRICHLORONAPHTHALENE                  42   5.35    -6.556    -5.979  -0.576   6.44E-02   113.0  231.51
055720-43-9  1,4,6,7-TETRACHLORONAPHTHALENE              42   5.81    -7.516    -6.768  -0.748   8.10E-03   139.0  265.96
000081-25-4  CHOLIC ACID                                 43   2.02    -3.368    -3.471   0.102   1.75E+02   198.0  408.58
000083-44-3  DEOXYCHOLIC ACID                            43   3.50    -3.954    -4.639   0.684   4.36E+01   176.0  392.58
000083-49-8  HYODEOXYCHOLIC ACID                         43   3.08    -3.817    -4.42    0.602   5.98E+01   196.0  392.58
000128-13-2  URSODEOXYCHOLIC ACID                        43   3.00    -4.293    -4.407   0.114   2.00E+01   203.0  392.58
000474-25-9  CHENODEOXYCHOLIC ACID                       43   3.28    -3.64     -3.903   0.263   8.99E+01   119.0  392.58
000547-75-1  HYOCHOLIC ACID                              43   2.80    -4.346    -4.219  -0.127   1.84E+01   198.0  408.58
000132-64-9  DIBENZOFURAN                                44   4.12    -4.734    -4.315  -0.42    3.10E+00    82.0  168.20
000262-12-4  DIBENZO-P-DIOXIN                            44   4.30    -5.311    -4.878  -0.433   9.01E-01   119.0  184.20
001746-01-6  2,3,7,8-TETRACHLORODIBENZO-P-DIOXIN         44   6.80    -9.207    -9.422   0.215   2.00E-04   305.0  321.98
003268-87-9  1,2,3,4,6,7,8,9-OCTACHLORODIBENZO-P-DIOXIN  44   8.20   -12.06    -11.428  -0.632   4.00E-07   330.0  459.76
030746-58-8  1,2,3,4-TETRACHLORODIBENZO-P-DIOXIN         44   6.60    -8.708    -8.172  -0.537   6.30E-04   190.0  321.98
033423-92-6  1,3,6,8-TETRACHLORODIBENZO-P-DIOXIN         44   7.10    -9.003    -8.919  -0.084   3.20E-04   219.0  321.98
033857-26-0  2,7-DICHLORODIBENZO-P-DIOXIN                44   5.75    -7.829    -7.324  -0.506   3.75E-03   210.0  253.09
039227-28-6  1,2,3,4,7,8-HEXACHLORODIBENZO-P-DIOXIN      44   7.80   -10.949   -10.304  -0.645   4.40E-06   273.0  390.87
039227-53-7  1-CHLORODIBENZO-P-DIOXIN                    44   4.75    -5.72     -5.294  -0.426   4.17E-01   105.5  218.64
039227-54-8  2-CHLORODIBENZO-P-DIOXIN                    44   5.00    -5.836    -5.382  -0.454   3.19E-01    89.0  218.64
039227-58-2  1,2,4-TRICHLORODIBENZO-P-DIOXIN             44   6.35    -7.534    -7.262  -0.271   8.41E-03   129.0  287.53
039227-61-7  1,2,3,4,7-PENTACHLORODIBENZO-P-DIOXIN       44   7.40    -9.473    -9.103  -0.37    1.20E-04   196.0  356.42
051207-31-9  2,3,7,8-TETRACHLORODIBENZOFURAN             44   6.53    -8.646    -7.916  -0.729   6.92E-04   175.0  305.98
067028-18-6  1,2,3,7-TETRACHLORODIBENZODIOXIN            44   6.90    -8.874    -8.322  -0.553   4.30E-04   175.0  321.98
000088-72-2  2-NITROTOLUENE                              45   2.30    -2.324    -2.45    0.126   6.50E+02    Liq   137.14
000091-23-6  2-NITROANISOLE                              45   1.73    -1.957    -1.953  -0.004   1.69E+03    Liq   153.14
000098-95-3  NITROBENZENE                                45   1.85    -1.77     -1.974   0.204   2.09E+03    Liq   123.11
000099-08-1  3-NITROTOLUENE                              45   2.45    -2.438    -2.594   0.156   5.00E+02    Liq   137.14
000099-35-4  1,3,5-TRINITROBENZENE                       45   1.18    -2.885    -2.511  -0.374   2.78E+02   122.5  213.11
000099-65-0  1,3-DINITROBENZENE                          45   1.49    -2.499    -2.363  -0.135   5.33E+02    89.5  168.11
000099-99-0  P-NITROTOLUENE                              45   2.37    -2.492    -2.775   0.283   4.42E+02    53.0  137.14
000100-17-4  P-NITROANISOLE                              45   2.03    -2.414    -2.508   0.094   5.90E+02    54.0  153.14
000100-25-4  P-DINITROBENZENE                            45   1.46    -3.387    -3.098  -0.288   6.90E+01   172.5  168.11
000118-96-7  2,4,6-TRINITROTOLUENE                       45   1.60    -3.242    -2.568  -0.674   1.30E+02    80.1  227.13
000121-14-2  2,4-DINITROTOLUENE                          45   1.98    -2.829    -2.685  -0.144   2.70E+02    68.5  182.14
000528-29-0  O-DINITROBENZENE                            45   1.58    -3.102    -2.711  -0.391   1.33E+02   117.9  168.11
000555-03-3  M-NITROANISOLE                              45   2.16    -2.486    -2.49    0.004   5.00E+02    38.5  153.14
000606-20-2  1,3-DINO2 2-METHYL BENZENE                  45   2.10    -3        -2.823  -0.177   1.82E+02    71.0  182.14
000610-39-9  1,2-DINO2 4-METHYL BENZENE                  45   2.08    -3.26     -2.687  -0.574   1.00E+02    58.3  182.14
000051-79-6  O-ETHYL CARBAMATE (URETHANE)                46   -.15     0.731     0.337   0.395   4.80E+05    49.0  89.09
000060-35-5  ACETAMIDE                                   47  -1.26     1.581     1.229   0.352   2.25E+06    69.5  59.07
000068-12-2  N,N'-DIMETHYLFORMAMIDE                      47  -1.01     1.136     1.136   0       1.00E+06    Liq   73.10
000075-12-7  FORMAMIDE                                   47  -1.51     1.346     1.346   0       1.00E+06    Liq   45.04
000079-06-1  ACRYLAMIDE                                  47   -.67     0.954     0.566   0.389   6.40E+05    84.5  71.08
000079-07-2  CHLOROACETAMIDE                             47   -.53    -0.017     0.039  -0.056   9.0E+04    119.5  93.51
000079-16-3  N-METHYLACETAMIDE                           47  -1.05     1.136     1.136   0       1.0E+06     27.0  73.10
000103-90-2  ACETAMIDE, N-(4-HYDROXYPHENYL)              47    .32    -1.033    -1.395   0.362   1.40E+04   167.0  151.17
000105-60-2  CAPROLACTAM                                 47   -.19     0.834     0.106   0.728   7.72E+05    70.0  113.16
000127-19-5  N,N'-DIMETHYLACETAMIDE                      47   -.77     1.06      1.06    0       1.00E+06    Liq   87.12
000541-35-5  BUTYRAMIDE                                  47   -.21     0.272    -0.216   0.488   1.63E+05   116.0  87.12
000640-19-7  FLUOROACETAMIDE                             47  -1.05     1.113     0.696   0.418   1.00E+06   108.0  77.06
000057-13-6  UREA                                        48  -2.11     0.958     1.221  -0.264   5.45E+05   132.7  60.06
000127-07-1  HYDROXYUREA                                 48  -1.80     1.119     1.119   0       1.00E+06   134.0  76.06
000154-93-8  1,3-BIS(2-CHLOROET)-1-NITROSOUREA           48   1.53    -1.728    -1.494  -0.235   4.00E+03    30.0  214.05
000538-32-9  BENZYLUREA                                  48    .73    -0.946    -1.602   0.655   1.70E+04   147.0  150.18
000598-50-5  METHYLUREA                                  48  -1.40     1.13      1.101   0.03    1.00E+06   101.5  74.08
000632-22-4  TETRAMETHYLUREA                             48    .19     0.935     0.146   0.789   1.00E+06    Liq   116.16
000684-93-5  1-NITROSO-1-METHYLUREA                      48   -.03    -0.855    -0.512  -0.342   1.44E+04   124.0  103.08
000759-73-9  1-ETHYL-1-NITROSOUREA                       48    .23    -0.955    -0.622  -0.333   1.30E+04   104.0  117.11
000075-52-5  NITROMETHANE                                49   -.35     0.26      0.333  -0.073   1.11E+05    Liq   61.04
000079-24-3  NITROETHANE                                 49    .18    -0.203    -0.22    0.017   4.70E+04    Liq   75.07
000108-03-2  1-NITROPROPANE                              49    .87    -0.774    -0.927   0.153   1.50E+04    Liq   89.09
000121-82-4  1,3,5,-TRINITROHEXAHYDRO-1,3,5-TRIAZINE     49    .87    -3.571    -2.495  -1.075   5.97E+01   205.0  222.12
000623-87-0  GLYCEROL 1,3-DINITRATE                      49    .71    -0.366    -0.65    0.284   7.84E+04    26.0  182.09
000627-05-4  1-NITROBUTANE                               49   1.47    -1.351    -1.547   0.196   4.60E+03    Liq   103.12
000628-05-7  1-NITROPENTANE                              49   2.01    -1.955    -2.109   0.154   1.30E+03    Liq   117.15
000628-96-6  ETHYLENE GLYCOL DINITRATE                   49   1.16    -1.35     -1.403   0.053   6.8E+03     Liq   152.06
000070-55-3  4-METHYLBENZENESULFONAMIDE                  50    .82    -1.734    -1.671  -0.063   3.156E+03  138.0  171.22
000088-19-7  O-METHYLBENZENESULFONAMIDE                  50    .84    -2.024    -1.856  -0.168   1.62E+03   156.0  171.22
000098-10-2  BENZENESULFONAMIDE                          50    .31    -1.563    -1.257  -0.306   4.30E+03   151.0  157.19
001899-94-1  M-METHYLBENZENESULFONAMIDE                  50    .85    -1.341    -1.424   0.083   7.81E+03   108.0  171.22
104437-99-2  2-Thiophenesulfonamide,5(3OHPr)thio-        50    .85    -1.426    -1.268  -0.158   9.50E+03    63.0  253.35
104438-04-2  Acetic acid,3[5-SO2NH2]-2thien]SO2]Pr es    50    .17    -2.551    -2.081  -0.471   9.20E+02   103.0  327.39
108966-48-9  Benzenesulfonamide,4[(2-HOEt)thio]-         50    .36    -1.824    -1.176  -0.648   3.50E+03   111.0  233.30
108966-49-0  Benzenesulfonamide,4[(2-HOEt)SO2]-          50   -.85    -1.604    -1.477  -0.127   6.60E+03   165.0  265.30
108966-51-4  Benzenesulfonamide, 4-[(3-HOPr)thio]-       50    .80    -2.247    -1.698  -0.549   1.40E+03   117.0  247.33
108966-53-6  Benzenesulfonamide, 4-[3-OH-3-MeBu)thio]    50   1.40    -2.838    -2.573  -0.264   4.00E+02   140.0  275.38
108966-54-7  Benzenesulfonamide,4[(5-hydroxypentyl)S]    50   1.04    -2.662    -1.887  -0.774   6.00E+02   103.0  275.38
108966-55-8  Benzenesulfonamide, 4-[(3-HOPr)SO2]-        50   -.64    -1.589    -1.584  -0.004   7.20E+03   150.0  279.33
108966-56-9  Benzenesulfonamide,4-[3-OH-3-MeBu)SO2]-     50   -.09    -1.944    -2.293   0.349   3.50E+03   160.0  307.38
108966-58-1  Benzenesulfonamide,4[2-HOEtS]-3-NO2-        50    .38    -2.746    -2.21   -0.536   5.00E+02   151.0  278.30
108966-59-2  Benzenesulfonamide,4[(3-HOPr)S]-3-NO2-      50    .96    -3.466    -2.921  -0.545   1.00E+02   163.0  292.33
108966-66-1  Benzoic acid,5(AmSO2)2[(HOPr)S],Me ester    50    .74    -2.414    -1.987  -0.427   1.30E+03   124.0  337.36
108966-67-2  Benzoicacid,5(AmSO2)2[(3HOPr)SO2],Me est    50   -.30    -1.382    -1.854   0.472   1.40E+04   124.0  337.36
108966-70-7  Benzenesulfonamide,3F-4[(2HOEt)S]-          50    .72    -1.622    -1.569  -0.053   6.00E+03   110.0  251.29
108966-74-1  Benzenesulfonamide,3-F-4-[3-HOPr-thio]-     50    .99    -2.47     -1.872  -0.597   9.00E+02   110.0  265.32
108966-75-2  Benzenesulfonamide, 3-F-4-[(4-HOBu)S]-      50   1.28    -2.446    -2.379  -0.067   1.00E+03   130.0  279.35
108966-76-3  Benzenesulfonamide,3F-4[2HOEt)SO2]-         50   -.60    -1.934    -1.773  -0.16    3.30E+03   165.0  283.29
108966-77-4  Benzenesulfonamide,3-F-4-[3-HOPr-SO2]-      50   -.41    -1.654    -1.678   0.024   6.60E+03   130.0  297.32
108966-78-5  Benzenesulfonamide, 4-[(4-HOBu)SO2]-        50   -.26    -1.834    -1.773  -0.061   4.30E+03   126.0  293.35
135832-38-1  2-Thiophenesulfonamide,5[(4HOBu)thio]-      50    .95    -1.459    -1.27   -0.189   9.30E+03    48.0  267.38
135832-39-2  2-Thiophenesulfonamide,5[(4-HOBu)SO2]-      50   -.34    -1.481    -1.558   0.078   9.90E+03   109.0  299.38
135832-41-6  Benzenesulfonamide, 4-[(4-HOBu)thio]-       50    .93    -2.514    -1.719  -0.795   8.00E+02   101.0  261.36
135832-42-7  Benzenesulfonamide, 4-[(4-HOBu)SO2]-        50   -.60    -2.145    -1.52   -0.625   2.10E+03   134.0  293.35
135832-45-0  Benzenesulfonamide,3-Am-4[(2OHEt)SO2]-      50   -.60    -1.327    -1.433   0.106   1.32E+04   129.0  280.32
135832-46-1  Benzenesulfonamide, 4-(3-hydroxypropyl)-    50    .17    -1.032    -0.79   -0.242   2.00E+04    95.0  215.27
135832-47-2  Acetic acid,3-[4-(AmSO2)Ph]Pr ester         50    .98    -2.206    -1.626  -0.58    1.60E+03    87.0  257.31
135832-48-3  Benzenesulfonamide, 4-(4-hydroxybutyl)-     50    .57    -1.193    -1.062  -0.131   1.47E+04    78.0  229.30
135832-50-7  Benzenesulfonamide, 4-(5-hydroxypentyl)-    50   1.04    -1.971    -1.63   -0.341   2.60E+03    86.0  243.32
135832-51-8  Acetic acid, 5-[4-(AmSO2)Ph]Pe ester        50   1.86    -2.376    -2.531   0.155   1.20E+03    84.0  285.36
000000-10-3  Pyrrolidine, 1-[(benzoyloxy)acetyl)]-       51   1.44    -1.569    -1.725   0.157   6.30E+03    58.0  233.27
000000-17-2  Acetamide, 2-(benzoyloxy)-N-hexyl-N-Me-     51   2.99    -3.297    -3.743   0.446   1.40E+02   100.5  277.37
000134-55-4  PHENYL ACETYLSALICYLATE                     51   2.88    -4.108    -3.539  -0.569   2.00E+01    97.0  256.25
005003-48-5  Benzoic acid,2AcO-,4(AcAm)Ph ester          51   2.15    -4.195    -3.73   -0.465   2.00E+01   174.5  313.31
032620-68-1  Benzoic acid, 2-(AcO)-,(Ac                  51   1.42    -2.016    -1.462  -0.554   2.43E+03    Liq   252.23
032620-72-7  Benzoicacid,2(AcO),(25dioxo-1pyrrolid)Me    51    .50    -2.765    -1.552  -1.213   5.00E+02   117.5  291.26
050785-22-3  Benzoic acid,2-(AcO),2-NH2-2-oxoEt ester    51    .22    -1.791    -1.215  -0.576   3.84E+03   128.5  237.21
050785-24-5  Benzoic acid,2(AcO)-,2-EtO-2oxoEt ester     51   1.67    -2.58     -1.99   -0.59    7.00E+02    51.5  266.25
057440-16-1  Acetamide,N-[2-(benzoyloxy                  51   1.24    -0.849    -1.192   0.343   3.13E+04    Liq   221.26
064649-43-0  Acetamide, 2-(benzoyloxy)-                  51    .69    -1.641    -1.415  -0.225   4.10E+03   121.0  179.18
064649-57-6  Acetamide, 2-(benzoyloxy)-N-ethyl-          51   1.28    -2.237    -1.932  -0.306   1.20E+03   106.0  207.23
064649-63-4  Benzoic acid, 2-(diEtAm)-2-oxoEt ester      51   2.06    -2.071    -2.46    0.39    2.00E+03    72.5  235.29
068659-48-3  Acetamide, N-acetyl-2-(benzoyloxy)-         51   1.24    -2.4      -1.923  -0.477   8.80E+02   104.5  221.21
076432-30-9  Benzoic acid, 2-(AcO)-,(Me                  51   1.94    -2.64     -1.924  -0.717   5.50E+02    Liq   240.28
076432-33-2  Benzoic acid, 2-(AcO)-,(MeSO)Me ester       51    .11    -1.782    -1.593  -0.19    4.23E+03    80.5  256.28
076432-35-4  Benzoic acid, 2-(AcO)-,(MeSO2)Me ester      51    .57    -3.394    -2.724  -0.67    1.10E+02   150.0  272.27
106231-50-9  Acetamide, 2-(benzoyloxy)-N-methyl-         51    .99    -1.718    -1.66   -0.058   3.70E+03   111.5  193.20
106231-51-0  Acetamide, 2-(benzoyloxy)-N-propyl-         51   1.88    -2.539    -2.4    -0.139   6.40E+02    89.5  221.26
106231-52-1  Acetamide,2-(benzoyloxy)-N-(1,1-diMeEt)-    51   2.26    -2.866    -3.02    0.154   3.20E+02   112.5  235.29
106231-53-2  Acetamide,2-[[(benzoyloxy)Ac)amino]-        51    .09    -1.498    -1.299  -0.2     7.50E+03   151.5  236.23
106231-54-3  Acetamide, 2-(benzoyloxy)-N,N-dimethyl-     51   1.07    -1.372    -1.505   0.133   8.80E+03    81.5  207.23
106231-55-4  Acetamide, 2-(benzoyloxy)-                  51   2.65    -2.379    -2.678   0.299   1.10E+03    Liq   263.34
106231-56-5  Acetamide,2-(benzoyloxy)-N,N-bis(iPr)-      51   2.56    -3.341    -3.332  -0.009   1.20E+02   105.5  263.34
106231-57-6  Acetamide, 2-(benzoyloxy)-                  51   3.91    -3.561    -3.975   0.414   8.00E+01    Liq   291.39
106231-58-7  Acetamid,2(benzoyloxy)-NN-bis(2propenyl)    51   2.34    -2.563    -2.528  -0.034   7.10E+02    42.5  259.31
106231-59-8  Acetamide,2(benzoyloxy)-N-(2-OHEt)-N-Me-    51    .58    -1.09     -1.105   0.016   1.93E+04    79.0  237.26
106231-60-1  Acetamide,2(benzoyloxy)-N-Et-(2-HOEt)-      51    .93    -1.367    -1.49    0.123   1.08E+04    79.5  251.34
106231-62-3  Acetamide,N(2Am-2oxoEt)2(Benzoyloxy)NMe-    51    .08    -0.918    -0.873  -0.045   3.02E+04   101.5  250.26
106231-63-4  Glycine,N[(benzoyloxy)Ac]-N-Me,Et ester     51   1.56    -1.668    -1.815   0.147   6.00E+03    39.5  279.30
106231-64-5  Glycine, N-[(benzoyloxy)acetyl]-N-Me-       51    .67    -2.254    -1.985  -0.268   1.40E+03   160.5  251.24
106231-67-8  Piperidine, 1-[(benzoyloxy)acetyl]-         51   1.95    -2.501    -2.535   0.034   7.80E+02    88.0  247.30
106231-68-9  Morpholine, 4-[(benzoyloxy)acetyl]-         51    .90    -1.773    -1.676  -0.098   4.20E+03   103.5  249.27
106231-69-0  L-Prolinamide,N2-[(benzoyloxy)acetyl]-      51    .20    -2.265    -1.926  -0.34    1.50E+03   194.5  276.29
114665-08-6  Benzoic acid,2OH-,2(diMeAm)-2-oxoEt este    51   1.21    -1.705    -0.604  -1.101   4.40E+03    68.0  223.23
114665-09-7  Benzoic acid,2-OH-,2[(2HOEt)MeAm]-,oxEt     51    .86    -1.604    -0.588  -1.017   6.30E+03    92.5  253.26
115178-63-7  Acetamide, 2-(benzoyloxy)-NN-bis(2-OHPr)    51    .66    -1.178    -1.608   0.43    1.96E+04   105.5  295.34
115178-66-0  Azetidine, 1-[benzoyloxy(acetyl)]-          51   1.20    -1.609    -1.603  -0.006   5.40E+03    74.5  219.34
115178-68-2  1H-Azepine,hexahydro-1-[(benzoyloxy)Ac]-    51   2.30    -2.542    -3.094   0.552   7.50E+02   107.5  261.32
115178-71-7  4-Piperidinol, 1-[(benzoyloxy)acetyl]-      51    .63    -1.349    -1.626   0.278   1.18E+04   121.5  263.30
115178-74-0  2-Azetidine-COOH,1[(benzoyloxy)acetyl]-     51    .79    -2.142    -2.037  -0.104   1.90E+03   149.5  263.25
