CAS,NAME,CLASS,LOGP,LOGMOLAR,ESTIMATE,ERROR,WSOL,MP,MOLWT,class_name
378-44-9,BETAMETHASONE,32,1.94,-3.771,-4.288,0.517,66.5,230.0,392.47,Steroids
426-13-1,FLUOROMETHALONE,32,2.0,-4.099,-4.911,0.813,30.0,297.0,376.47,Steroids
1177-87-3,DEXAMETHASONE ACETATE,32,2.91,-4.9,-5.351,0.451,5.47,230.0,434.51,Steroids
2152-44-5,BETAMETHASONE-17-VALERATE,32,3.6,-4.71,-5.713,1.003,9.29,183.0,476.59,Steroids
51-35-4,HYDROXYPROLINE,34,-3.17,0.44,0.882,-0.442,361000.0,274.0,131.13,Amino acids
52-52-8,CYCLOLEUCINE,34,-2.28,-0.412,-0.33,-0.083,50000.0,330.0,129.16,Amino acids
56-12-2,4-AMINOBUTYRIC ACID,34,-3.17,1.101,0.987,0.114,1300000.0,202.0,103.12,Amino acids
56-84-8,ASPARTIC ACID,34,-3.89,-0.318,0.876,-1.194,64000.0,270.5,133.1,Amino acids
60-32-2,6-AMINOHEXANOIC ACID,34,-3.1,0.585,0.882,-0.297,505000.0,205.0,131.18,Amino acids
63-68-3,METHIONINE,34,-1.87,-0.421,-0.335,-0.086,56600.0,281.0,149.21,Amino acids
63-91-2,PHENYLALANINE,34,-1.52,-0.788,-0.643,-0.145,26900.0,272.5,165.19,Amino acids
72-18-4,VALINE,34,-2.26,-0.302,-0.173,-0.129,58500.0,315.0,117.15,Amino acids
80-60-4,ALPHA-AMINOBUTYRIC ACID,34,-2.54,0.311,0.241,0.07,211000.0,304.0,103.12,Amino acids
6600-40-4,NORVALINE,34,-1.86,-0.069,-0.447,0.378,100000.0,303.0,117.15,Amino acids
83-34-1,3-METHYLINDOLE,35,2.6,-2.421,-2.859,0.438,498.0,95.0,131.18,Misc Aromatics
85-02-9,BENZO(F)QUINOLINE,35,3.43,-3.357,-3.788,0.431,78.7,93.0,179.22,Misc Aromatics
91-22-5,QUINOLINE,35,2.03,-1.325,-1.661,0.336,6110.0,Liq,129.16,Misc Aromatics
91-76-9,BENZOGUANAMINE,35,1.36,-2.494,-3.063,0.569,600.0,227.5,187.21,Misc Aromatics
92-84-2,PHENOTHIAZINE,35,4.15,-5.098,-5.389,0.291,1.59,185.1,199.28,Misc Aromatics
95-14-7,1H-BENZOTRIAZOLE,35,1.34,-0.779,-1.643,0.864,19800.0,98.5,119.13,Misc Aromatics
95-15-8,BENZO(B)THIOPHENE,35,3.12,-3.014,-2.788,-0.226,130.0,32.0,134.2,Misc Aromatics
95-16-9,BENZOTHIAZOLE,35,2.01,-1.497,-1.661,0.163,4300.0,Liq,135.19,Misc Aromatics
98-00-0,2-HYDROXYMETHYLFURAN,35,0.28,1.008,0.54,0.468,1000000.0,Liq,98.1,Misc Aromatics
109-97-7,PYRROLE,35,0.75,-0.173,-0.237,0.064,45000.0,Liq,67.09,Misc Aromatics
110-00-9,FURAN,35,1.34,-0.833,-0.807,-0.026,10000.0,Liq,68.08,Misc Aromatics
110-02-1,THIOPHENE,35,1.81,-1.446,-1.309,-0.138,3010.0,Liq,84.14,Misc Aromatics
119-65-3,ISOQUINOLINE,35,2.08,-1.456,-1.723,0.267,4520.0,26.5,129.16,Misc Aromatics
119-91-5,"2,2'-BIQUINOLINE",35,4.31,-5.4,-5.795,0.395,1.02,193.0,256.31,Misc Aromatics
120-72-9,INDOLE,35,2.14,-1.517,-1.977,0.46,3560.0,52.0,117.15,Misc Aromatics
148-24-3,8-QUINOLINOL,35,2.02,-2.417,-2.13,-0.287,556.0,176.0,145.16,Misc Aromatics
149-30-4,2-MERCAPTOBENZOTHIAZOLE,35,2.42,-3.182,-3.59,0.408,110.0,181.0,167.25,Misc Aromatics
253-52-1,PHTHALAZINE,35,0.57,-0.415,-0.865,0.45,50000.0,90.5,130.15,Misc Aromatics
271-44-3,INDAZOLE,35,1.77,-2.155,-2.495,0.339,826.0,146.5,118.14,Misc Aromatics
273-53-0,BENZOXAZOLE,35,1.59,-1.155,-1.262,0.108,8340.0,31.0,119.12,Misc Aromatics
289-80-5,PYRIDAZINE,35,-0.72,1.096,1.096,0.0,1000000.0,Liq,80.09,Misc Aromatics
496-11-7,INDANE,35,3.18,-3.035,-2.731,-0.304,109.0,Liq,118.18,Misc Aromatics
534-22-5,2-METHYLFURAN,35,1.85,-1.437,-1.341,-0.097,3000.0,Liq,82.1,Misc Aromatics
578-67-6,5-HYDROXYQUINOLINE,35,2.27,-2.542,-2.802,0.261,417.0,223.0,145.16,Misc Aromatics
580-16-5,6-HYDROXYQUINOLINE,35,1.8,-2.162,-2.075,-0.087,1000.0,193.0,145.16,Misc Aromatics
586-84-5,2-(METHOXYMETHYL)-5-NO2 FURAN,35,0.89,-1.155,-1.16,0.005,11000.0,Liq,157.12,Misc Aromatics
615-15-6,2-METHYLBENAIMIDAZOLE,35,1.43,-1.96,-2.488,0.529,1450.0,176.5,132.17,Misc Aromatics
615-22-5,2-METHYLTHIOBENZOTHIAZOLE,35,3.15,-3.161,-3.075,-0.087,125.0,44.0,181.28,Misc Aromatics
616-44-4,3-METHYLTHIOPHENE,35,2.34,-2.39,-1.861,-0.528,400.0,Liq,98.17,Misc Aromatics
617-89-0,2-AMINOMETHYLFURAN,35,0.37,1.013,0.871,0.142,1000000.0,Liq,97.12,Misc Aromatics
645-05-6,HEXAMETHYLMELAMINE,35,2.73,-3.364,-3.94,0.577,91.0,172.0,210.28,Misc Aromatics
872-55-9,2-ETHYLTHIOPHENE,35,2.87,-2.585,-2.414,-0.17,292.0,Liq,112.19,Misc Aromatics
10004-44-1,3-HYDROXY-5-METHYLISOXAZOLE,35,0.46,-0.067,-0.621,0.554,85000.0,86.0,99.09,Misc Aromatics
57646-30-7,"N(26DIMEPH)-N-(2FURANOYL)ALANINE,ME",35,2.61,-3.117,-3.173,0.055,230.0,70.0,301.35,Misc Aromatics
105951-31-3,"Thieno[23b]thiopyran2-SO2N,56-H-4-oxo-",35,0.74,-3.552,-3.477,-0.074,70.0,222.0,249.32,Misc Aromatics
105951-32-4,"Thieno[32b]thiopyran2-SO2N,67-H-7-oxo-",35,0.91,-3.494,-3.558,0.064,80.0,213.0,249.32,Misc Aromatics
105951-35-7,"Thieno[23b]thiopyran2-SO2N,56H-4oxo-77ox",35,-0.04,-3.018,-3.013,-0.005,270.0,242.0,281.32,Misc Aromatics
105951-36-8,"Thieno[32b]thiopyran2SO2N-7OH,4-oxide",35,-1.01,-1.57,-1.606,0.036,7200.0,195.0,267.33,Misc Aromatics
105951-39-1,"Thieno[32b]thiopyran2-SO2N,67H-7oxo-44ox",35,-0.2,-3.671,-3.08,-0.591,60.0,266.0,281.32,Misc Aromatics
105951-71-1,"Thieno[23b]thiopyran2-SO2N,56-H-77oxide-",35,-0.16,-2.679,-2.468,-0.211,560.0,200.0,267.33,Misc Aromatics
106319-38-4,"Thieno[23b]thiopyran2SO2N,56-H-4-OH",35,0.68,-2.594,-2.074,-0.52,640.0,169.0,251.33,Misc Aromatics
106319-42-0,"Thieno[23b]thiopyran2SO2N,56H-5OH-77oxid",35,-0.44,-1.538,-2.01,0.471,8200.0,174.0,283.33,Misc Aromatics
106319-44-2,"Thieno[32b]thiopyran2SO2N,67-H-7-OH",35,0.48,-2.254,-1.771,-0.483,1400.0,157.0,251.33,Misc Aromatics
106319-45-3,"Thieno[32b]thiopyran2SO2N,67H-7OH-44oxid",35,-0.59,-1.276,-1.774,0.498,15000.0,164.0,283.33,Misc Aromatics
106319-46-4,"Thieno[32b]thiopyran2SO2N,67H-6OH-44oxid",35,-0.7,-1.589,-1.88,0.291,7300.0,187.0,283.33,Misc Aromatics
106335-79-9,"Thieno[23b]thiopyran2SO2N-4OH,7-oxide",35,-0.92,-1.348,-1.407,0.059,12000.0,164.0,267.33,Misc Aromatics
106400-04-8,"Thieno[23b]thiopyran2SO2N,56H-4OH-77oxid",35,-0.35,-1.355,-2.032,0.676,12500.0,167.0,283.33,Misc Aromatics
118976-97-9,"2-Thiophenesulfonamide,4(4-MeO-benzoyl)-",35,1.76,-4.473,-4.166,-0.307,10.0,174.0,297.35,Misc Aromatics
118993-57-0,"2-Thiophenesulfonamide,4(4-OH benzoyl)-",35,1.41,-2.861,-2.99,0.129,390.0,192.0,283.32,Misc Aromatics
118993-61-6,"2-Furansulfonamide, 4-(4-MeO-benzoyl)-",35,1.52,-4.148,-3.949,-0.199,20.0,181.0,281.28,Misc Aromatics
119018-06-3,"2-Thiophenesulfonamide,4(4-Me-benzoyl)-",35,2.16,-4.449,-4.518,0.069,10.0,176.0,281.35,Misc Aromatics
119731-18-9,"2-Thiophenesulfonamide,4[(4-MeOPh)SO2]-",35,1.36,-4.222,-3.858,-0.364,20.0,170.0,333.39,Misc Aromatics
128348-32-3,"2-Thiophenesulfonamide,4[(4MePh)SO2]-",35,1.63,-4.024,-4.205,0.181,30.0,185.0,317.39,Misc Aromatics
128348-34-5,"2-Furansulfonamide,4-[(4-MePh)SO2]-",35,1.49,-3.78,-4.02,0.24,50.0,185.0,301.33,Misc Aromatics
128348-35-6,"2-Furansulfonamide,4[(4-MeOPh)SO2]-",35,1.17,-3.024,-3.138,0.113,300.0,117.0,317.33,Misc Aromatics
128348-42-5,"2-Thiophenesulfonamide,4[(4-HOPh)SO2]-",35,1.11,-2.805,-2.825,0.019,500.0,193.0,319.37,Misc Aromatics
128348-43-6,"2-Thiophenesulfonamide,4[(3-HOPh)SO2]-",35,1.4,-2.719,-2.662,-0.057,610.0,145.0,319.37,Misc Aromatics
62-56-6,THIOUREA,37,-1.08,0.271,0.093,0.178,142000.0,177.0,76.12,Thioureas
86-88-4,1-NAPTHYLTHIOUREA,37,1.65,-2.528,-3.118,0.59,600.0,198.0,202.28,Thioureas
96-45-7,ETHYLENETHIOUREA,37,-0.66,-0.708,-0.636,-0.072,20000.0,203.5,102.16,Thioureas
103-85-5,N-PHENYLTHIOUREA,37,0.71,-1.79,-1.653,-0.137,2470.0,154.0,152.22,Thioureas
56-81-5,GLYCEROL,38,-1.76,1.036,1.036,0.0,1000000.0,Liq,92.1,Multiply aliphatic -OH
57-50-1,SUCROSE,38,-3.7,0.788,0.466,0.322,2100000.0,186.0,342.3,Multiply aliphatic -OH
57-55-6,"1,2-PROPANEDIOL",38,-0.92,1.119,1.119,0.0,1000000.0,Liq,76.1,Multiply aliphatic -OH
59-47-2,"1,2-PROPANEDIOL-3-(2-TOLYLOXY)",38,1.41,-1.189,-1.656,0.467,11800.0,71.0,182.22,Multiply aliphatic -OH
77-99-6,"1,1,1-TRIS(HYDROXYMETHYL)PROPANE",38,-1.48,0.872,0.872,0.0,1000000.0,58.0,134.18,Multiply aliphatic -OH
106-62-7,DIPROPYLENE GLYCOL,38,-0.67,0.872,0.872,0.0,1000000.0,Liq,134.17,Multiply aliphatic -OH
107-21-1,ETHYLENE GLYCOL,38,-1.36,1.207,1.207,0.0,1000000.0,Liq,62.07,Multiply aliphatic -OH
110-97-4,DIISOPROPANOLAMINE,38,-0.82,0.815,0.876,-0.06,870000.0,42.0,133.19,Multiply aliphatic -OH
111-42-2,DIETHANOLAMINE,38,-1.43,0.978,0.978,0.0,1000000.0,28.0,105.14,Multiply aliphatic -OH
115-77-5,PENTAERYTHRITOL,38,-1.69,-0.275,-0.288,0.013,72300.0,261.5,136.15,Multiply aliphatic -OH
147-81-9,ARABINOSE,38,-3.02,0.564,0.824,-0.26,550000.0,158.0,150.13,Multiply aliphatic -OH
513-85-9,"2,3-BUTANEDIOL",38,-0.92,1.045,1.045,0.0,1000000.0,Liq,90.12,Multiply aliphatic -OH
3296-90-0,"1,3-PROPANEDIOL, 2,2-BIS(BRME)-",38,1.06,-0.838,-1.947,1.109,38000.0,112.0,261.95,Multiply aliphatic -OH
62-55-5,THIOACETAMIDE,40,-0.26,0.336,-0.107,0.444,163000.0,113.5,75.13,Misc. Sulfur
64-67-5,DIETHYL SULFATE,40,1.14,-1.343,-0.885,-0.458,7000.0,Liq,154.19,Misc. Sulfur
67-68-5,DIMETHYL SULFOXIDE,40,-1.35,1.107,1.107,0.0,1000000.0,Liq,78.13,Misc. Sulfur
68-11-1,MERCAPTOACETIC ACID,40,0.09,1.036,0.318,0.718,1000000.0,Liq,92.12,Misc. Sulfur
75-15-0,CARBON DISULFIDE,40,2.14,-1.81,-1.795,-0.014,1180.0,46.2,76.14,Misc. Sulfur
77-78-1,DIMETHYLSULFATE,40,1.16,-0.654,-0.816,0.163,28000.0,Liq,126.13,Misc. Sulfur
80-08-0,DI(P-AMINOPHENYL)SULFONE,40,0.97,-2.815,-2.398,-0.418,380.0,175.0,248.31,Misc. Sulfur
108-98-5,THIOPHENOL,40,2.52,-2.12,-2.072,-0.048,835.0,Liq,110.18,Misc. Sulfur
109-79-5,BUTANETHIOL,40,2.28,-2.179,-1.779,-0.4,597.0,Liq,90.19,Misc. Sulfur
352-93-2,DIETHYLSULFIDE,40,1.95,-1.46,-1.462,0.002,3130.0,Liq,90.19,Misc. Sulfur
558-25-8,FLUOROMETHYL SULFONE,40,0.55,-0.515,-0.143,-0.372,30000.0,Liq,98.1,Misc. Sulfur
78-40-0,TRIETHYL PHOSPHATE,41,0.8,0.439,-0.647,1.085,500000.0,Liq,182.16,Phosphorus
115-86-6,TRIPHENYLPHOSPHATE,41,4.59,-5.235,-4.963,-0.272,1.9,49.5,326.29,Phosphorus
126-73-8,TRIBUTYLPHOSPHATE,41,4.0,-2.978,-3.983,1.005,280.0,Liq,266.32,Phosphorus
512-56-1,TRIMETHYL PHOSPHATE,41,-0.65,0.553,0.854,-0.301,500000.0,Liq,140.08,Phosphorus
680-31-9,HEXAMETHYLPHOSPHORAMIDE,41,0.28,0.747,-0.138,0.885,1000000.0,Liq,179.2,Phosphorus
756-79-6,DIMETHYL METHYLPHOSPHONATE,41,-0.61,0.906,0.889,0.017,1000000.0,Liq,124.08,Phosphorus
1445-75-6,DIISOPROPYL METHYLPHOSPHONATE,41,1.03,-0.052,-0.861,0.81,160000.0,Liq,180.19,Phosphorus
83-56-7,"1,5-DIHYDROXYNAPHTHALENE",42,1.94,-2.987,-2.919,-0.068,165.0,265.0,160.17,Naphthalenes
86-57-7,1-NITRONAPHTHALENE,42,3.19,-4.276,-3.735,-0.54,9.18,59.5,173.17,Naphthalenes
90-12-0,1-METHYLNAPHTHALENE,42,3.87,-3.741,-3.469,-0.273,25.8,Liq,142.2,Naphthalenes
90-13-1,1-CHLORONAPHTHALENE,42,3.9,-3.971,-3.561,-0.409,17.4,Liq,162.62,Naphthalenes
90-15-3,1-NAPHTHOL,42,2.85,-2.221,-2.188,-0.034,866.0,96.0,144.17,Naphthalenes
90-30-2,"1-NAPHTHALENAMINE, N-PHENYL-",42,4.2,-3.563,-4.368,0.805,60.0,62.0,219.29,Naphthalenes
91-20-3,NAPHTHALENE,42,3.3,-3.616,-3.386,-0.23,31.0,80.3,128.18,Naphthalenes
91-57-6,2-METHYLNAPHTHALENE,42,3.86,-3.762,-3.547,-0.215,24.6,34.6,142.2,Naphthalenes
91-58-7,2-CHLORONAPHTHALENE,42,3.98,-4.143,-3.956,-0.187,11.7,59.5,162.62,Naphthalenes
92-44-4,"2,3-DIHYDROXYNAPHTHALENE",42,2.24,-2.738,-2.26,-0.478,293.0,162.0,160.17,Naphthalenes
132-86-5,"NAPHTHALENE-1,3-DIOL",42,1.97,-1.949,-1.655,-0.294,1800.0,124.5,160.17,Naphthalenes
134-32-7,1-NAPHTHYLAMINE,42,2.25,-1.925,-2.146,0.221,1700.0,50.0,143.19,Naphthalenes
135-19-3,2-NAPHTHOL,42,2.7,-2.281,-2.274,-0.007,755.0,121.0,144.17,Naphthalenes
479-27-6,"1,8-DIAMINONAPHTHALENE",42,1.78,-2.27,-1.848,-0.422,850.0,61.5,158.2,Naphthalenes
551-06-4,1-ISOTHIOCYANONAPHTHALENE,42,4.34,-4.602,-4.358,-0.244,4.63,58.0,185.25,Naphthalenes
571-58-4,"1,4-DIMETHYLNAPHTHALENE",42,4.37,-4.137,-3.993,-0.144,11.4,Liq,156.23,Naphthalenes
571-61-9,"1,5-DIMETHYLNAPHTHALENE",42,4.38,-4.756,-4.517,-0.239,2.74,81.0,156.23,Naphthalenes
575-41-7,"1,3-DIMETHYLNAPTHALENE",42,4.42,-4.291,-4.813,0.523,8.0,109.0,156.23,Naphthalenes
581-40-8,"2,3-DIMETHYLNAPHTHALENE",42,4.4,-4.895,-4.739,-0.156,1.99,103.0,156.23,Naphthalenes
581-42-0,"2,6-DIMETHYLNAPHTHALENE",42,4.31,-4.893,-4.719,-0.174,2.0,110.2,156.23,Naphthalenes
581-43-1,"2,6-DIHYDROXYNAPHTHALENE",42,1.9,-2.205,-2.485,0.281,1000.0,222.0,160.17,Naphthalenes
581-89-5,2-NITRONAPHTHALENE,42,3.24,-4.273,-3.963,-0.31,9.24,79.0,173.17,Naphthalenes
829-26-5,"2,3,6-TRIMETHYLNAPHTHALENE",42,4.73,-5.001,-5.081,0.081,1.7,101.0,170.26,Naphthalenes
939-27-5,2-ETHYLNAPHTHALENE,42,4.38,-4.29,-4.002,-0.288,8.01,Liq,156.23,Naphthalenes
1127-76-0,1-ETHYLNAPHTHALENE,42,4.4,-4.164,-4.021,-0.143,10.7,Liq,156.23,Naphthalenes
1825-30-5,"1,5-DICHLORONAPHTHALENE",42,4.67,-5.716,-5.154,-0.562,0.379,106.0,197.07,Naphthalenes
1825-31-6,"1,4-DICHLORONAPHTHALENE",42,4.66,-5.803,-4.795,-1.008,0.31,68.0,197.07,Naphthalenes
2050-74-0,"1,8-DICHLORONAPHTHALENE",42,4.42,-5.796,-4.758,-1.039,0.315,89.0,197.07,Naphthalenes
2050-75-1,"2,3-DICHLORONAPHTHALENE",42,4.42,-6.357,-5.043,-1.314,0.0867,120.0,197.07,Naphthalenes
2131-41-1,"1,4,5-TRIMETHYLNAPHTHALENE",42,4.9,-4.909,-4.849,-0.06,2.1,58.0,170.26,Naphthalenes
2198-77-8,"2,7-DICHLORONAPHTHALENE",42,4.81,-5.922,-5.362,-0.56,0.236,114.0,197.07,Naphthalenes
2234-13-1,OCTACHLORONAPHTHALENE,42,8.24,-9.703,-10.072,0.369,8e-05,197.5,403.74,Naphthalenes
2243-62-1,"1,5-NAPHTHALENEDIAMINE",42,0.89,-2.619,-2.139,-0.48,380.0,186.0,158.2,Naphthalenes
4780-79-4,1-NAPHTHALENEMETHANOL,42,2.37,-1.744,-1.995,0.251,2850.0,62.0,158.2,Naphthalenes
20020-02-4,"1,2,3,4-TETRACHLORONAPHTHALENE",42,5.75,-7.795,-7.254,-0.542,0.00426,198.0,265.96,Naphthalenes
53555-63-8,"1,2,3,5-TETRACHLORONAPHTHALENE",42,5.77,-7.857,-6.62,-1.237,0.0037,127.0,265.96,Naphthalenes
53555-64-9,"1,3,5,7-TETRACHLORONAPHTHALENE",42,6.19,-7.823,-7.51,-0.312,0.004,180.0,265.96,Naphthalenes
55720-37-1,"1,3,7-TRICHLORONAPHTHALENE",42,5.35,-6.556,-5.979,-0.576,0.0644,113.0,231.51,Naphthalenes
55720-43-9,"1,4,6,7-TETRACHLORONAPHTHALENE",42,5.81,-7.516,-6.768,-0.748,0.0081,139.0,265.96,Naphthalenes
81-25-4,CHOLIC ACID,43,2.02,-3.368,-3.471,0.102,175.0,198.0,408.58,Cholic acids
83-44-3,DEOXYCHOLIC ACID,43,3.5,-3.954,-4.639,0.684,43.6,176.0,392.58,Cholic acids
83-49-8,HYODEOXYCHOLIC ACID,43,3.08,-3.817,-4.42,0.602,59.8,196.0,392.58,Cholic acids
128-13-2,URSODEOXYCHOLIC ACID,43,3.0,-4.293,-4.407,0.114,20.0,203.0,392.58,Cholic acids
474-25-9,CHENODEOXYCHOLIC ACID,43,3.28,-3.64,-3.903,0.263,89.9,119.0,392.58,Cholic acids
547-75-1,HYOCHOLIC ACID,43,2.8,-4.346,-4.219,-0.127,18.4,198.0,408.58,Cholic acids
132-64-9,DIBENZOFURAN,44,4.12,-4.734,-4.315,-0.42,3.1,82.0,168.2,Dioxins & Benzofurans
262-12-4,DIBENZO-P-DIOXIN,44,4.3,-5.311,-4.878,-0.433,0.901,119.0,184.2,Dioxins & Benzofurans
1746-01-6,"2,3,7,8-TETRACHLORODIBENZO-P-DIOXIN",44,6.8,-9.207,-9.422,0.215,0.0002,305.0,321.98,Dioxins & Benzofurans
3268-87-9,"1,2,3,4,6,7,8,9-OCTACHLORODIBENZO-P-DIOXIN",44,8.2,-12.06,-11.428,-0.632,4e-07,330.0,459.76,Dioxins & Benzofurans
30746-58-8,"1,2,3,4-TETRACHLORODIBENZO-P-DIOXIN",44,6.6,-8.708,-8.172,-0.537,0.00063,190.0,321.98,Dioxins & Benzofurans
33423-92-6,"1,3,6,8-TETRACHLORODIBENZO-P-DIOXIN",44,7.1,-9.003,-8.919,-0.084,0.00032,219.0,321.98,Dioxins & Benzofurans
33857-26-0,"2,7-DICHLORODIBENZO-P-DIOXIN",44,5.75,-7.829,-7.324,-0.506,0.00375,210.0,253.09,Dioxins & Benzofurans
39227-28-6,"1,2,3,4,7,8-HEXACHLORODIBENZO-P-DIOXIN",44,7.8,-10.949,-10.304,-0.645,4.4e-06,273.0,390.87,Dioxins & Benzofurans
39227-53-7,1-CHLORODIBENZO-P-DIOXIN,44,4.75,-5.72,-5.294,-0.426,0.417,105.5,218.64,Dioxins & Benzofurans
39227-54-8,2-CHLORODIBENZO-P-DIOXIN,44,5.0,-5.836,-5.382,-0.454,0.319,89.0,218.64,Dioxins & Benzofurans
39227-58-2,"1,2,4-TRICHLORODIBENZO-P-DIOXIN",44,6.35,-7.534,-7.262,-0.271,0.00841,129.0,287.53,Dioxins & Benzofurans
39227-61-7,"1,2,3,4,7-PENTACHLORODIBENZO-P-DIOXIN",44,7.4,-9.473,-9.103,-0.37,0.00012,196.0,356.42,Dioxins & Benzofurans
51207-31-9,"2,3,7,8-TETRACHLORODIBENZOFURAN",44,6.53,-8.646,-7.916,-0.729,0.000692,175.0,305.98,Dioxins & Benzofurans
67028-18-6,"1,2,3,7-TETRACHLORODIBENZODIOXIN",44,6.9,-8.874,-8.322,-0.553,0.00043,175.0,321.98,Dioxins & Benzofurans
88-72-2,2-NITROTOLUENE,45,2.3,-2.324,-2.45,0.126,650.0,Liq,137.14,Nitrobenzenes
91-23-6,2-NITROANISOLE,45,1.73,-1.957,-1.953,-0.004,1690.0,Liq,153.14,Nitrobenzenes
98-95-3,NITROBENZENE,45,1.85,-1.77,-1.974,0.204,2090.0,Liq,123.11,Nitrobenzenes
99-08-1,3-NITROTOLUENE,45,2.45,-2.438,-2.594,0.156,500.0,Liq,137.14,Nitrobenzenes
99-35-4,"1,3,5-TRINITROBENZENE",45,1.18,-2.885,-2.511,-0.374,278.0,122.5,213.11,Nitrobenzenes
99-65-0,"1,3-DINITROBENZENE",45,1.49,-2.499,-2.363,-0.135,533.0,89.5,168.11,Nitrobenzenes
99-99-0,P-NITROTOLUENE,45,2.37,-2.492,-2.775,0.283,442.0,53.0,137.14,Nitrobenzenes
100-17-4,P-NITROANISOLE,45,2.03,-2.414,-2.508,0.094,590.0,54.0,153.14,Nitrobenzenes
100-25-4,P-DINITROBENZENE,45,1.46,-3.387,-3.098,-0.288,69.0,172.5,168.11,Nitrobenzenes
118-96-7,"2,4,6-TRINITROTOLUENE",45,1.6,-3.242,-2.568,-0.674,130.0,80.1,227.13,Nitrobenzenes
121-14-2,"2,4-DINITROTOLUENE",45,1.98,-2.829,-2.685,-0.144,270.0,68.5,182.14,Nitrobenzenes
528-29-0,O-DINITROBENZENE,45,1.58,-3.102,-2.711,-0.391,133.0,117.9,168.11,Nitrobenzenes
555-03-3,M-NITROANISOLE,45,2.16,-2.486,-2.49,0.004,500.0,38.5,153.14,Nitrobenzenes
606-20-2,"1,3-DINO2 2-METHYL BENZENE",45,2.1,-3.0,-2.823,-0.177,182.0,71.0,182.14,Nitrobenzenes
610-39-9,"1,2-DINO2 4-METHYL BENZENE",45,2.08,-3.26,-2.687,-0.574,100.0,58.3,182.14,Nitrobenzenes
51-79-6,O-ETHYL CARBAMATE (URETHANE),46,-0.15,0.731,0.337,0.395,480000.0,49.0,89.09,
60-35-5,ACETAMIDE,47,-1.26,1.581,1.229,0.352,2250000.0,69.5,59.07,Amides
68-12-2,"N,N'-DIMETHYLFORMAMIDE",47,-1.01,1.136,1.136,0.0,1000000.0,Liq,73.1,Amides
75-12-7,FORMAMIDE,47,-1.51,1.346,1.346,0.0,1000000.0,Liq,45.04,Amides
79-06-1,ACRYLAMIDE,47,-0.67,0.954,0.566,0.389,640000.0,84.5,71.08,Amides
79-07-2,CHLOROACETAMIDE,47,-0.53,-0.017,0.039,-0.056,90000.0,119.5,93.51,Amides
79-16-3,N-METHYLACETAMIDE,47,-1.05,1.136,1.136,0.0,1000000.0,27.0,73.1,Amides
103-90-2,"ACETAMIDE, N-(4-HYDROXYPHENYL)",47,0.32,-1.033,-1.395,0.362,14000.0,167.0,151.17,Amides
105-60-2,CAPROLACTAM,47,-0.19,0.834,0.106,0.728,772000.0,70.0,113.16,Amides
127-19-5,"N,N'-DIMETHYLACETAMIDE",47,-0.77,1.06,1.06,0.0,1000000.0,Liq,87.12,Amides
541-35-5,BUTYRAMIDE,47,-0.21,0.272,-0.216,0.488,163000.0,116.0,87.12,Amides
640-19-7,FLUOROACETAMIDE,47,-1.05,1.113,0.696,0.418,1000000.0,108.0,77.06,Amides
57-13-6,UREA,48,-2.11,0.958,1.221,-0.264,545000.0,132.7,60.06,Ureas
127-07-1,HYDROXYUREA,48,-1.8,1.119,1.119,0.0,1000000.0,134.0,76.06,Ureas
154-93-8,"1,3-BIS(2-CHLOROET)-1-NITROSOUREA",48,1.53,-1.728,-1.494,-0.235,4000.0,30.0,214.05,Ureas
538-32-9,BENZYLUREA,48,0.73,-0.946,-1.602,0.655,17000.0,147.0,150.18,Ureas
598-50-5,METHYLUREA,48,-1.4,1.13,1.101,0.03,1000000.0,101.5,74.08,Ureas
632-22-4,TETRAMETHYLUREA,48,0.19,0.935,0.146,0.789,1000000.0,Liq,116.16,Ureas
684-93-5,1-NITROSO-1-METHYLUREA,48,-0.03,-0.855,-0.512,-0.342,14400.0,124.0,103.08,Ureas
759-73-9,1-ETHYL-1-NITROSOUREA,48,0.23,-0.955,-0.622,-0.333,13000.0,104.0,117.11,Ureas
75-52-5,NITROMETHANE,49,-0.35,0.26,0.333,-0.073,111000.0,Liq,61.04,"Nitro, aliphatic"
79-24-3,NITROETHANE,49,0.18,-0.203,-0.22,0.017,47000.0,Liq,75.07,"Nitro, aliphatic"
108-03-2,1-NITROPROPANE,49,0.87,-0.774,-0.927,0.153,15000.0,Liq,89.09,"Nitro, aliphatic"
121-82-4,"1,3,5,-TRINITROHEXAHYDRO-1,3,5-TRIAZINE",49,0.87,-3.571,-2.495,-1.075,59.7,205.0,222.12,"Nitro, aliphatic"
623-87-0,"GLYCEROL 1,3-DINITRATE",49,0.71,-0.366,-0.65,0.284,78400.0,26.0,182.09,"Nitro, aliphatic"
627-05-4,1-NITROBUTANE,49,1.47,-1.351,-1.547,0.196,4600.0,Liq,103.12,"Nitro, aliphatic"
628-05-7,1-NITROPENTANE,49,2.01,-1.955,-2.109,0.154,1300.0,Liq,117.15,"Nitro, aliphatic"
628-96-6,ETHYLENE GLYCOL DINITRATE,49,1.16,-1.35,-1.403,0.053,6800.0,Liq,152.06,"Nitro, aliphatic"
70-55-3,4-METHYLBENZENESULFONAMIDE,50,0.82,-1.734,-1.671,-0.063,3156.0,138.0,171.22,Aromatic sulfonamides
88-19-7,O-METHYLBENZENESULFONAMIDE,50,0.84,-2.024,-1.856,-0.168,1620.0,156.0,171.22,Aromatic sulfonamides
